timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2020-02-26,262.06,275.45,262.0,267.65,66.6984342021,18741536,0.0,1.0
2020-02-25,276.3,278.79,257.96,262.05,65.302913068,26387442,0.0,1.0
2020-02-24,270.19,281.87,268.0,273.28,68.1014313422,21422873,0.0,1.0
2020-02-21,304.19,305.2,290.66,294.07,73.2823035524,19232331,0.0,1.0
2020-02-20,312.77,316.32,296.35,308.7,76.9281025152,20251259,0.0,1.0
2020-02-19,301.49,315.41,301.49,314.7,78.4233037302,17358281,0.0,1.0
2020-02-18,285.64,297.31,284.86,296.57,73.9053040587,15547025,0.0,1.0
2020-02-14,287.26,294.97,286.0,289.79,72.2157266857,26048093,0.0,1.0
2020-02-13,270.21,273.48,269.11,270.78,67.4784308359,13200384,0.0,1.0
2020-02-12,270.01,272.8,268.45,272.54,67.9170231924,9366118,0.0,1.0
2020-02-11,267.32,272.5,264.83,267.89,66.7582422507,15963922,0.0,1.0
2020-02-10,252.5,263.0,252.3,262.97,65.5321772543,13240194,0.0,1.0
2020-02-07,252.64,253.53,250.57,251.59,62.6962789498,4743803,0.0,1.0
2020-02-06,252.14,254.25,248.88,254.25,63.3591514884,5457051,0.0,1.0
2020-02-05,251.99,252.4,247.41,250.76,62.4894427817,5205502,0.0,1.0
2020-02-04,246.03,247.9,244.02,247.13,61.5848460466,6788589,0.0,1.0
2020-02-03,235.7,241.11,235.45,240.33,59.8902846695,6398205,0.0,1.0
2020-01-31,243.97,244.45,234.75,236.43,58.9184038797,9260493,0.0,1.0
2020-01-30,241.61,246.35,239.4,245.81,61.2559017792,7262590,0.0,1.0
2020-01-29,247.39,248.84,243.94,245.54,61.1886177246,6486279,0.0,1.0
2020-01-28,242.85,249.27,240.71,247.97,61.7941742167,7774401,0.0,1.0
2020-01-27,238.24,242.25,232.23,240.2,59.8578886432,11763354,0.0,1.0
2020-01-24,257.5,259.5,248.3,250.48,62.419666725,9337839,0.0,1.0
2020-01-23,251.72,253.2,248.15,252.86,63.0127632069,6112861,0.0,1.0
2020-01-22,249.76,253.59,249.0,250.11,62.32746265,5980967,0.0,1.0
2020-01-21,247.81,249.29,246.57,247.94,61.7866982106,5321260,0.0,1.0
2020-01-17,249.7,250.0,247.37,249.28,62.120626482,6344764,0.0,1.0
2020-01-16,247.72,249.17,246.78,248.93,62.0334064111,7104791,0.0,1.0
2020-01-15,247.79,248.69,244.53,245.57,61.1960937306,6577636,0.0,1.0
2020-01-14,250.26,251.28,246.75,247.28,61.6222260769,8989483,0.0,1.0
2020-01-13,247.66,252.99,246.75,251.98,62.7934670287,7739168,0.0,1.0
2020-01-10,247.33,248.55,243.75,244.32,60.8845934775,7911560,0.0,1.0
2020-01-09,243.85,245.93,240.86,243.02,60.5606332142,6386053,0.0,1.0
2020-01-08,239.76,242.04,238.15,240.38,59.9027446796,6931017,0.0,1.0
2020-01-07,238.2,241.77,236.39,239.93,59.7906045885,7980144,0.0,1.0
2020-01-06,232.32,237.27,231.27,237.06,59.0754000073,6572812,0.0,1.0
2020-01-03,235.1,237.83,234.1,236.07,58.8286918068,5144308,0.0,1.0
2020-01-02,238.75,239.91,236.72,239.91,59.7856205844,5941969,0.0,1.0
2019-12-31,230.9,235.68,230.13,235.3,58.6368076508,5780283,0.0,1.0
2019-12-30,235.99,236.2,231.06,232.32,57.8941910474,6456178,0.0,1.0
2019-12-27,239.8,240.34,235.81,236.87,59.0280519688,6370251,0.0,1.0
2019-12-26,238.76,240.32,238.0,239.19,59.6061964386,4580451,0.0,1.0
2019-12-24,238.2,239.31,236.82,238.62,59.4641523232,3471597,0.0,1.0
2019-12-23,240.52,241.81,238.39,238.82,59.5139923637,8884815,0.0,1.0
2019-12-20,238.13,240.39,237.36,239.37,59.6510524751,15084607,0.0,1.0
2019-12-19,230.9,236.0,230.7,235.46,58.6766796833,11327674,0.0,1.0
2019-12-18,229.69,231.94,229.35,229.51,57.1939384783,8606969,0.0,1.0
2019-12-17,225.9,229.2,225.52,228.29,56.8899142312,8081598,0.0,1.0
2019-12-16,225.9,228.06,224.77,225.15,56.1074255954,8032684,0.0,1.0
2019-12-13,224.19,228.98,221.82,223.99,55.8183533604,11374183,0.0,1.0
2019-12-12,216.18,224.8,215.82,224.07,55.8382893767,10152084,0.0,1.0
2019-12-11,214.4,217.56,214.3,217.34,54.1611720138,5850247,0.0,1.0
2019-12-10,213.38,216.06,211.26,213.98,53.3238593333,6417228,0.0,1.0
2019-12-09,211.25,214.37,210.9,212.17,52.8728069668,5378320,0.0,1.0
2019-12-06,211.52,213.49,211.12,212.17,52.8728069668,5810457,0.0,1.0
2019-12-05,210.3,210.93,207.51,208.74,52.0180502722,4628444,0.0,1.0
2019-12-04,211.02,211.92,208.27,209.42,52.1875064099,6840459,0.0,1.0
2019-12-03,201.87,207.82,200.37,207.66,51.7489140534,11853653,0.0,1.0
2019-12-02,216.46,217.0,208.64,209.25,52.1451423754,9346742,0.0,1.0
2019-11-29,217.0,218.14,215.78,216.74,54.0116518922,3538924,0.0,1.0
2019-11-27,218.67,220.05,217.18,218.24,54.385452196,5410718,0.16,1.0
2019-11-26,220.5,220.69,216.74,217.0,54.0368275024,9642023,0.0,1.0
2019-11-25,216.04,221.41,215.52,221.21,55.0851917595,12683686,0.0,1.0
2019-11-22,211.09,212.96,209.94,210.89,52.5153297327,5602470,0.0,1.0
2019-11-21,211.0,213.24,209.31,210.18,52.3385272095,7209730,0.0,1.0
2019-11-20,207.07,214.55,206.56,211.18,52.5875448478,11825438,0.0,1.0
2019-11-19,211.03,211.98,205.65,207.99,51.7931785817,10384506,0.0,1.0
2019-11-18,203.89,213.35,203.77,212.28,52.8614642499,14382963,0.0,1.0
2019-11-15,209.7,211.78,200.64,204.19,50.8469115563,26355409,0.0,1.0
2019-11-14,208.93,209.88,206.52,209.79,52.2414103306,13175171,0.0,1.0
2019-11-13,208.35,209.46,205.9,208.57,51.9376088119,7559124,0.0,1.0
2019-11-12,209.72,211.86,208.31,209.61,52.1965871557,7095971,0.0,1.0
2019-11-11,207.75,209.11,204.28,208.18,51.840491933,6094736,0.0,1.0
2019-11-08,207.66,209.05,206.15,207.78,51.7408848777,4735187,0.0,1.0
2019-11-07,211.11,211.7,206.54,208.34,51.8803347551,7008498,0.0,1.0
2019-11-06,208.64,209.67,204.11,207.63,51.7035322319,6725335,0.0,1.0
2019-11-05,210.49,211.54,207.68,209.61,52.1965871557,7521712,0.0,1.0
2019-11-04,205.85,211.0,204.92,210.5,52.4182128538,9417905,0.0,1.0
2019-11-01,199.6,203.89,198.59,202.59,50.4484833351,7090956,0.0,1.0
2019-10-31,202.16,203.0,197.81,201.02,50.0575256431,5243315,0.0,1.0
2019-10-30,204.0,204.23,200.26,203.0,50.5505805668,5149038,0.0,1.0
2019-10-29,206.23,206.49,202.14,202.92,50.5306591557,5280920,0.0,1.0
2019-10-28,206.3,208.9,205.12,206.79,51.4943574158,8116718,0.0,1.0
2019-10-25,200.1,205.38,199.79,204.54,50.9340677297,10577288,0.0,1.0
2019-10-24,196.75,198.21,195.38,196.86,49.0216122679,5975933,0.0,1.0
2019-10-23,192.31,195.66,191.03,195.09,48.5808510482,7144250,0.0,1.0
2019-10-22,198.3,202.53,195.3,195.61,48.7103402201,8434228,0.0,1.0
2019-10-21,192.96,196.55,192.2,196.01,48.8099472754,6546711,0.0,1.0
2019-10-18,194.31,195.62,187.5,190.49,47.4353699122,7548039,0.0,1.0
2019-10-17,196.0,197.81,192.1,194.29,48.3816369376,6607924,0.0,1.0
2019-10-16,195.0,199.22,193.75,194.21,48.3617155265,10818828,0.0,1.0
2019-10-15,190.16,199.29,189.6,196.37,48.8995936251,16699633,0.0,1.0
2019-10-14,185.64,187.37,184.39,186.53,46.4492600647,5258394,0.0,1.0
2019-10-11,186.41,189.34,185.65,185.99,46.31479054,11271668,0.0,1.0
2019-10-10,180.62,185.08,180.41,183.03,45.5776983308,8187889,0.0,1.0
2019-10-09,180.32,182.7,179.16,180.71,44.99997741,7697082,0.0,1.0
2019-10-08,180.64,180.64,176.5,177.23,44.1333960288,11233566,0.0,1.0
2019-10-07,184.58,188.34,184.23,184.33,45.9014212605,12207839,0.0,1.0
2019-10-04,181.4,183.15,178.78,181.97,45.3137396342,6699005,0.0,1.0
2019-10-03,173.22,181.56,172.0,181.31,45.1493879929,11568265,0.0,1.0
2019-10-02,173.12,173.6,170.13,173.04,43.0900121245,7391544,0.0,1.0
2019-10-01,175.0,181.0,173.81,174.0,43.3290690573,9189150,0.0,1.0
2019-09-30,172.8,174.48,171.54,174.07,43.3465002919,4829977,0.0,1.0
2019-09-27,175.66,177.7,169.32,171.76,42.7712695476,9148974,0.0,1.0
2019-09-26,177.84,178.19,175.29,177.34,44.1607879691,5945648,0.0,1.0
2019-09-25,172.51,179.02,170.71,178.23,44.3824136671,7827672,0.0,1.0
2019-09-24,176.1,177.29,171.1,172.53,42.963013129,8031045,0.0,1.0
2019-09-23,172.7,176.67,172.55,174.84,43.5382438734,6395647,0.0,1.0
2019-09-20,176.9,177.85,172.28,172.69,43.0028559511,8931295,0.0,1.0
2019-09-19,180.22,180.96,176.51,176.94,44.0611809137,6408569,0.0,1.0
2019-09-18,180.79,181.42,176.5,179.98,44.8181945341,6600942,0.0,1.0
2019-09-17,180.48,181.24,178.61,181.07,45.0896237598,5711828,0.0,1.0
2019-09-16,178.92,181.6,178.5,180.21,44.8754685909,5795796,0.0,1.0
2019-09-13,181.59,183.08,180.18,181.94,45.306269105,8114787,0.0,1.0
2019-09-12,186.2,188.4,183.95,184.27,45.8864802022,8196025,0.0,1.0
2019-09-11,183.77,186.27,182.6,184.33,45.9014212605,9037782,0.0,1.0
2019-09-10,179.18,184.25,178.79,183.18,45.6150509765,8820305,0.0,1.0
2019-09-09,179.9,183.98,179.84,180.5,44.947683706,10438133,0.0,1.0
2019-09-06,178.8,181.09,177.12,178.65,44.4870010752,9424419,0.0,1.0
2019-09-05,172.87,179.99,172.8,179.74,44.7584303009,17412125,0.0,1.0
2019-09-04,166.61,169.06,166.61,168.76,42.0242166328,5703009,0.0,1.0
2019-09-03,164.58,165.91,163.25,164.17,40.8812256732,7412770,0.0,1.0
2019-08-30,168.86,170.86,166.78,167.51,41.712944585,7272712,0.0,1.0
2019-08-29,164.9,168.3,164.76,167.0,41.5859455894,8959326,0.0,1.0
2019-08-28,160.58,163.34,159.0,161.22,40.1466236403,6376719,0.16,1.0
2019-08-27,166.99,167.1,160.62,161.8,40.2511073553,7288739,0.0,1.0
2019-08-26,165.61,166.58,163.91,165.45,41.1591205929,7964854,0.0,1.0
2019-08-23,168.4,170.59,161.64,162.44,40.4103206353,14237433,0.0,1.0
2019-08-22,171.62,173.33,169.9,171.48,42.6592082156,7593918,0.0,1.0
2019-08-21,170.53,173.45,169.66,171.23,42.5970155281,10697773,0.0,1.0
2019-08-20,170.56,170.58,167.02,167.87,41.761145808,11588040,0.0,1.0
2019-08-19,164.12,171.42,163.47,170.78,42.4850686906,20408061,0.0,1.0
2019-08-16,159.35,161.54,156.88,159.56,39.6938608752,25384628,0.0,1.0
2019-08-15,150.83,151.63,147.39,148.77,37.0096244824,13861551,0.0,1.0
2019-08-14,152.5,152.95,148.31,150.07,37.3330264574,10497033,0.0,1.0
2019-08-13,151.39,157.9,149.82,156.05,38.8206755426,9012811,0.0,1.0
2019-08-12,152.08,154.18,150.57,151.45,37.6763300925,6980012,0.0,1.0
2019-08-09,156.61,156.75,152.15,154.18,38.3554742401,8545418,0.0,1.0
2019-08-08,156.21,158.31,153.9,158.26,39.3704589002,7732472,0.0,1.0
2019-08-07,149.9,154.37,149.2,153.89,38.2833307226,9314045,0.0,1.0
2019-08-06,153.8,155.63,150.43,152.35,37.9002237675,9031767,0.0,1.0
2019-08-05,153.8,153.85,148.9,150.79,37.5121413974,14728936,0.0,1.0
2019-08-02,161.19,163.98,159.28,161.19,40.0993571978,10708732,0.0,1.0
2019-08-01,169.14,172.78,162.82,164.92,41.0272720954,10530314,0.0,1.0
2019-07-31,174.18,174.22,167.02,168.72,41.9726009455,8985391,0.0,1.0
2019-07-30,172.95,175.94,172.37,175.45,43.6468280933,4944261,0.0,1.0
2019-07-29,174.78,175.47,171.27,174.82,43.4901025207,6204049,0.0,1.0
2019-07-26,174.47,176.95,174.47,175.07,43.5522952082,6853997,0.0,1.0
2019-07-25,176.99,177.5,172.44,173.38,43.1318726407,9817453,0.0,1.0
2019-07-24,177.4,178.89,174.34,178.66,44.4453822009,9155937,0.0,1.0
2019-07-23,172.9,175.74,172.27,175.66,43.6990699508,10704414,0.0,1.0
2019-07-22,169.3,171.84,169.0,171.32,42.6194048956,7898498,0.0,1.0
2019-07-19,171.72,171.98,168.2,168.44,41.9029451355,8622395,0.0,1.0
2019-07-18,170.13,172.71,167.85,170.18,42.3358062406,11079474,0.0,1.0
2019-07-17,167.15,169.99,165.97,169.71,42.2188839881,8705107,0.0,1.0
2019-07-16,166.67,168.17,164.84,167.08,41.5646169155,8536098,0.0,1.0
2019-07-15,168.46,169.11,166.13,167.27,41.611883358,7245993,0.0,1.0
2019-07-12,167.4,170.47,167.4,167.61,41.696465413,12659816,0.0,1.0
2019-07-11,163.0,167.92,161.5,166.28,41.3656003155,17063964,0.0,1.0
2019-07-10,159.06,162.37,158.5,160.06,39.8182462503,11301899,0.0,1.0
2019-07-09,155.51,158.44,155.0,157.31,39.1341266877,8571512,0.0,1.0
2019-07-08,157.83,158.59,156.0,157.21,39.1092496127,8244669,0.0,1.0
2019-07-05,160.4,160.58,157.68,160.23,39.8605372778,9913847,0.0,1.0
2019-07-03,163.17,163.4,160.34,162.75,40.4874395678,6165856,0.0,1.0
2019-07-02,165.5,166.35,161.7,162.23,40.3580787778,10005688,0.0,1.0
2019-07-01,172.57,173.95,164.66,166.17,41.338235533,17788327,0.0,1.0
2019-06-28,165.0,165.37,162.35,164.23,40.8556202779,9941659,0.0,1.0
2019-06-27,162.71,164.0,161.26,163.23,40.6068495279,11136038,0.0,1.0
2019-06-26,156.61,161.72,156.09,159.26,39.6192296502,14601825,0.0,1.0
2019-06-25,152.86,155.88,151.37,151.48,37.683793215,7796661,0.0,1.0
2019-06-24,152.62,153.85,150.72,152.66,37.9773427,7073718,0.0,1.0
2019-06-21,153.5,155.48,151.5,151.76,37.753449025,10860672,0.0,1.0
2019-06-20,156.77,157.33,153.52,154.1,38.3355725801,8754182,0.0,1.0
2019-06-19,154.3,154.7568,152.0738,153.12,38.091777245,8291099,0.0,1.0
2019-06-18,147.5,155.11,147.06,152.88,38.032072265,14547950,0.0,1.0
2019-06-17,144.57,146.52,143.65,145.03,36.0792218773,6901037,0.0,1.0
2019-06-14,144.51,145.49,142.84,144.64,35.9822012847,9860656,0.0,1.0
2019-06-13,147.09,149.0,146.38,148.26,36.8827513999,7702027,0.0,1.0
2019-06-12,149.0,149.25,145.59,146.2,36.3702836548,8972298,0.0,1.0
2019-06-11,150.84,152.36,149.16,150.75,37.5021905674,9596751,0.0,1.0
2019-06-10,147.76,151.19,147.76,148.43,36.9250424274,10069522,0.0,1.0
2019-06-07,144.02,146.88,143.25,145.5,36.1961441298,8721438,0.0,1.0
2019-06-06,141.45,144.77,141.35,143.78,35.7682584397,10203462,0.0,1.0
2019-06-05,145.97,146.19,139.82,141.28,35.1463315646,12790385,0.0,1.0
2019-06-04,136.36,143.21,135.47,143.0,35.5742172547,16045885,0.0,1.0
2019-06-03,135.91,137.47,132.6,133.78,33.2805509394,11966080,0.0,1.0
2019-05-31,137.14,139.85,135.39,135.46,33.6984857994,9742992,0.0,1.0
2019-05-30,140.31,141.75,137.57,139.11,34.6064990371,9857490,0.16,1.0
2019-05-29,141.41,142.82,138.94,140.34,34.872377934,13995037,0.0,1.0
2019-05-28,145.86,147.18,143.25,143.33,35.6153479355,10708852,0.0,1.0
2019-05-24,148.08,149.5,144.88,145.15,36.0675905452,8939632,0.0,1.0
2019-05-23,149.69,149.69,144.91,147.32,36.6068028875,14796109,0.0,1.0
2019-05-22,153.5,154.55,151.76,152.2,37.8194094453,8146740,0.0,1.0
2019-05-21,154.2,155.7,152.64,155.06,38.5300764033,9046247,0.0,1.0
2019-05-20,152.55,154.77,150.75,151.75,37.7075912176,14301634,0.0,1.0
2019-05-17,158.5,163.71,154.94,156.53,38.8953492803,25551698,0.0,1.0
2019-05-16,159.36,161.91,157.65,160.19,39.8048041987,19527204,0.0,1.0
2019-05-15,159.8,161.05,157.41,159.58,39.6532283789,12558001,0.0,1.0
2019-05-14,160.05,163.46,158.49,162.04,40.2645013568,13121972,0.0,1.0
2019-05-13,163.5,164.43,157.81,158.45,39.372440385,16422819,0.0,1.0
2019-05-10,168.95,171.59,164.0,168.82,41.9492293203,14237451,0.0,1.0
2019-05-09,171.14,171.53,165.4,170.19,42.2896537023,16506164,0.0,1.0
2019-05-08,172.0,177.15,171.52,173.92,43.2165025671,10479154,0.0,1.0
2019-05-07,177.9,177.9,171.17,173.11,43.0152297574,13880458,0.0,1.0
2019-05-06,175.5,180.34,174.0,179.85,44.6900183228,10554445,0.0,1.0
2019-05-03,183.53,183.93,180.53,183.01,45.4752307659,8420587,0.0,1.0
2019-05-02,180.86,184.87,179.12,183.19,45.519958057,9867135,0.0,1.0
2019-05-01,183.11,184.81,180.46,180.47,44.844078992,8857031,0.0,1.0
2019-04-30,178.03,182.03,177.26,181.0,44.9757760157,9073040,0.0,1.0
2019-04-29,178.41,180.45,175.5,179.33,44.5608061486,9797983,0.0,1.0
2019-04-26,180.71,180.89,173.3,178.09,44.2526848102,21724729,0.0,1.0
2019-04-25,189.55,190.45,183.7,186.91,46.4443220724,12482437,0.0,1.0
2019-04-24,191.09,192.81,188.64,191.17,47.5028679609,7955120,0.0,1.0
2019-04-23,189.0,191.93,188.61,190.67,47.3786254857,8671381,0.0,1.0
2019-04-22,185.35,189.1,184.08,188.47,46.8319585949,6998388,0.0,1.0
2019-04-18,187.56,188.93,185.18,186.3,46.2927462526,9524704,0.0,1.0
2019-04-17,189.62,190.46,186.39,187.29,46.5387463535,8775068,0.0,1.0
2019-04-16,186.28,188.97,184.96,188.21,46.7673525078,9874091,0.0,1.0
2019-04-15,189.7,189.9,183.1,184.7,45.8951703321,11002345,0.0,1.0
2019-04-12,193.1,193.26,189.66,190.01,47.2146254185,11792664,0.0,1.0
2019-04-11,192.2,193.47,189.55,191.54,47.5948073925,9365037,0.0,1.0
2019-04-10,189.23,193.14,189.05,192.1,47.7339589647,11119307,0.0,1.0
2019-04-09,190.44,190.89,187.56,189.26,47.0282617057,10999320,0.0,1.0
2019-04-08,189.72,192.8,188.75,191.79,47.6569286301,10604848,0.0,1.0
2019-04-05,190.0,191.65,188.53,190.95,47.4482012718,12043649,0.0,1.0
2019-04-04,188.0,189.97,185.73,188.26,46.7797767554,11434419,0.0,1.0
2019-04-03,185.0,191.0,184.8,188.62,46.8692313375,19719468,0.0,1.0
2019-04-02,183.25,184.79,181.52,183.0,45.4727459164,11022996,0.0,1.0
2019-04-01,183.26,183.5,180.37,182.28,45.2938367522,12095612,0.0,1.0
2019-03-29,179.94,180.54,177.91,179.56,44.6179576872,11422379,0.0,1.0
2019-03-28,177.55,179.9,175.11,177.25,44.0439574519,12006602,0.0,1.0
2019-03-27,177.9,179.77,173.7,176.5,43.8575937391,11859294,0.0,1.0
2019-03-26,179.49,181.75,174.6,176.87,43.9495331707,17587678,0.0,1.0
2019-03-25,175.86,178.45,171.11,173.78,43.1817146741,13130301,0.0,1.0
2019-03-22,182.84,184.8,176.94,177.5,44.1060786894,18691087,0.0,1.0
2019-03-21,175.33,185.0,175.13,183.94,45.7063217698,20607767,0.0,1.0
2019-03-20,176.88,179.03,173.0,174.4,43.3357753433,17978715,0.0,1.0
2019-03-19,172.76,177.5,172.08,175.71,43.6612906283,21374310,0.0,1.0
2019-03-18,171.08,173.25,167.86,168.95,41.9815323638,12174829,0.0,1.0
2019-03-15,167.3,171.53,167.16,169.81,42.1952294212,16536482,0.0,1.0
2019-03-14,168.99,169.47,165.25,165.56,41.1391683821,12984630,0.0,1.0
2019-03-13,164.03,169.8,163.73,168.62,41.8995323302,19222518,0.0,1.0
2019-03-12,162.26,164.39,159.19,162.52,40.383774133,14489368,0.0,1.0
2019-03-11,151.59,162.06,149.69,161.14,40.0408649015,21493150,0.0,1.0
2019-03-08,145.66,151.07,144.8,150.64,37.4317729227,10560371,0.0,1.0
2019-03-07,151.1,151.49,147.4,149.26,37.0888636912,11252633,0.0,1.0
2019-03-06,156.16,156.5,151.94,152.05,37.7821367027,10088149,0.0,1.0
2019-03-05,156.15,158.06,153.96,156.52,38.8928644308,9073119,0.0,1.0
2019-03-04,158.0,158.92,154.5,156.78,38.9574705179,10249750,0.0,1.0
2019-03-01,156.27,158.15,153.92,156.45,38.8754704843,8929678,0.0,1.0
2019-02-28,155.0,155.9,153.36,154.26,38.331288443,8123565,0.16,1.0
2019-02-27,156.52,157.59,153.11,155.41,38.5770336545,12506381,0.0,1.0
2019-02-26,158.5,160.76,155.75,157.1,38.9965381064,12211571,0.0,1.0
2019-02-25,162.56,165.28,158.34,158.69,39.3912198097,16400481,0.0,1.0
2019-02-22,157.86,159.95,157.31,159.19,39.5153335529,10043531,0.0,1.0
2019-02-21,159.06,160.05,155.18,155.77,38.6663955496,11213668,0.0,1.0
2019-02-20,157.82,161.26,157.37,158.55,39.3564679617,13524737,0.0,1.0
2019-02-19,156.91,159.89,156.14,156.64,38.8823534627,13797316,0.0,1.0
2019-02-15,162.95,163.87,156.42,157.34,39.0561127032,37918734,0.0,1.0
2019-02-14,152.84,155.67,151.1,154.53,38.3585934665,20681574,0.0,1.0
2019-02-13,152.36,155.83,151.81,152.88,37.949018114,15134302,0.0,1.0
2019-02-12,148.0,151.8,147.42,151.17,37.5245491124,14776513,0.0,1.0
2019-02-11,146.39,148.58,144.5,146.45,36.3529153768,12379515,0.0,1.0
2019-02-08,144.71,148.6,144.13,148.17,36.7798666533,11540137,0.0,1.0
2019-02-07,151.13,151.22,145.69,147.42,36.5936960385,15928000,0.0,1.0
2019-02-06,151.29,155.6,151.07,153.0,37.9788054124,17561647,0.0,1.0
2019-02-05,149.66,151.43,148.3,149.95,37.221711579,13560625,0.0,1.0
2019-02-04,145.37,150.68,144.48,149.18,37.0305764145,13215018,0.0,1.0
2019-02-01,144.5,146.79,142.58,144.73,35.9259641002,15626175,0.0,1.0
2019-01-31,137.26,145.19,136.38,143.75,35.6827011636,21071338,0.0,1.0
2019-01-30,134.67,137.97,131.46,137.39,34.1039743504,24355739,0.0,1.0
2019-01-29,136.15,138.1,131.01,131.6,32.6667372044,28848347,0.0,1.0
2019-01-28,136.55,141.64,131.0,138.01,34.2578753919,62788169,0.0,1.0
2019-01-25,155.44,160.88,151.3,160.15,39.7536319398,28880547,0.0,1.0
2019-01-24,152.7,158.55,152.51,157.84,39.1802264463,17724261,0.0,1.0
2019-01-23,151.0,154.58,148.03,149.29,37.057881438,14775545,0.0,1.0
2019-01-22,155.71,156.18,147.55,148.77,36.9288031451,16538776,0.0,1.0
2019-01-18,153.73,157.98,151.65,156.93,38.9543394338,16283423,0.0,1.0
2019-01-17,147.51,153.33,146.41,151.72,37.6610742298,12335905,0.0,1.0
2019-01-16,150.97,152.3,148.62,148.84,36.9461790691,11752592,0.0,1.0
2019-01-15,151.76,153.35,149.13,149.87,37.2018533801,15425251,0.0,1.0
2019-01-14,146.72,151.46,145.77,150.44,37.3433430473,18254249,0.0,1.0
2019-01-11,144.33,149.75,143.21,148.83,36.9436967943,21869066,0.0,1.0
2019-01-10,141.8,145.58,139.36,145.23,36.0500778434,13078906,0.0,1.0
2019-01-09,141.9,144.49,139.86,142.58,35.3922750046,15431475,0.0,1.0
2019-01-08,146.69,146.78,136.9,139.83,34.7096494171,19650429,0.0,1.0
2019-01-07,138.5,144.89,136.43,143.4,35.5958215434,17728980,0.0,1.0
2019-01-04,130.94,137.73,129.7,136.19,33.8061013667,14640483,0.0,1.0
2019-01-03,133.79,135.16,127.69,127.99,31.7706359786,17638786,0.0,1.0
2019-01-02,130.64,138.48,130.05,136.22,33.8135481913,12718840,0.0,1.0
2018-12-31,135.4,136.71,132.26,133.5,33.1383694285,11628503,0.0,1.0
2018-12-28,132.0,137.39,130.31,133.65,33.1756035514,15712319,0.0,1.0
2018-12-27,130.99,132.38,125.18,131.17,32.5599993852,15926080,0.0,1.0
2018-12-26,128.94,133.14,124.46,133.1,33.0390784339,17377484,0.0,1.0
2018-12-24,126.49,129.98,124.5,127.08,31.5447489661,11595978,0.0,1.0
2018-12-21,136.17,137.5,128.46,129.57,32.1628354071,21593525,0.0,1.0
2018-12-20,138.17,141.8,132.69,135.1,33.5355334066,18739697,0.0,1.0
2018-12-19,145.58,147.74,136.43,138.51,34.3819891351,18634147,0.0,1.0
2018-12-18,145.35,150.33,144.25,146.94,36.4745468451,14109251,0.0,1.0
2018-12-17,145.24,148.15,141.24,143.58,35.6405024909,16571683,0.0,1.0
2018-12-14,147.21,150.59,145.5,146.45,36.3529153768,11795531,0.0,1.0
2018-12-13,150.79,153.38,147.44,148.89,36.9585904435,11784624,0.0,1.0
2018-12-12,148.42,152.78,144.82,148.9,36.9610727183,16353398,0.0,1.0
2018-12-11,155.56,155.89,145.0,148.19,36.784831203,16797832,0.0,1.0
2018-12-10,145.8,152.86,145.65,151.86,37.6958260779,15736835,0.0,1.0
2018-12-07,158.46,158.87,145.62,147.61,36.6408592609,17041949,0.0,1.0
2018-12-06,151.44,158.492,150.81,158.29,39.2919288152,17307741,0.0,1.0
2018-12-04,168.24,168.44,156.5,157.11,38.9990203813,20302787,0.0,1.0
2018-12-03,172.6,174.68,167.34,170.04,42.2086017799,22270109,0.0,1.0
2018-11-30,157.75,163.86,155.72,163.43,40.5678180951,18239114,0.0,1.0
2018-11-29,160.0,161.5,156.14,157.36,39.0610772529,13729340,0.16,1.0
2018-11-28,158.48,160.28,153.13,160.07,39.6934143974,20113137,0.0,1.0
2018-11-27,152.0,157.01,150.55,153.73,38.1212506735,18451506,0.0,1.0
2018-11-26,149.89,153.47,146.56,153.05,37.952627435,20370806,0.0,1.0
2018-11-23,143.31,149.59,142.7892,145.0,35.9564258613,10299211,0.0,1.0
2018-11-21,154.62,155.3,143.61,144.71,35.8845130096,25637350,0.0,1.0
2018-11-20,134.06,154.26,133.31,149.08,36.9681652924,42300828,0.0,1.0
2018-11-19,161.79,161.82,144.63,144.7,35.8820332561,42445505,0.0,1.0
2018-11-16,163.32,170.66,161.61,164.43,40.7745869267,49087977,0.0,1.0
2018-11-15,196.95,205.3,195.5,202.39,50.1877312418,21017716,0.0,1.0
2018-11-14,206.3,206.88,192.83,197.19,48.8982594178,13164471,0.0,1.0
2018-11-13,193.49,204.21,193.24,199.31,49.4239671615,16117775,0.0,1.0
2018-11-12,201.98,202.87,188.66,189.54,47.0012479845,15427947,0.0,1.0
2018-11-09,202.4,209.32,201.04,205.67,51.0010903923,10331049,0.0,1.0
2018-11-08,211.4,211.43,203.83,205.99,51.0804425046,12783823,0.0,1.0
2018-11-07,213.75,217.41,211.18,213.79,53.0146502406,12095301,0.0,1.0
2018-11-06,211.45,214.85,209.56,211.06,52.337677533,7475259,0.0,1.0
2018-11-05,214.39,215.33,205.28,211.77,52.513740032,9483260,0.0,1.0
2018-11-02,217.73,222.0,210.21,214.92,53.2948623869,11324002,0.0,1.0
2018-11-01,212.3,218.49,207.19,218.11,54.0859037559,14163208,0.0,1.0
2018-10-31,209.65,212.59,204.01,210.83,52.2806432023,18644304,0.0,1.0
2018-10-30,186.55,203.4,185.62,203.0,50.3389962058,20179768,0.0,1.0
2018-10-29,203.99,204.13,176.01,185.62,46.0291846095,18950441,0.0,1.0
